,Class,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
10,0,-521.7386,153.10785,-33.513412,43.95018,7.027926,19.779966,28.259348,-11.145647,23.057512,6.9433365,-3.2444634,12.309779,-5.6646347,8.073941,5.8411746,-2.241578,7.670058,0.6597588,6.263076,3.518714,-0.47191295,6.1206903,-0.24488516,1.9428074,0.8330906,0.71526355,4.910588,-1.4913335,2.6501844,1.7129933,-0.28186357,5.157481,0.6339675,3.0466514,2.3855722,0.70157725,5.57136,-0.28971976,1.1829088,2.9756794
11,0,-498.78375,175.51128,-30.354538,37.795506,-0.9853226,17.879618,29.2567,-13.100146,18.840416,2.297289,-4.9796023,11.159176,-7.939137,6.6369333,3.8279467,-4.3659415,4.387627,-3.7240453,5.2488384,4.9279966,0.63882303,5.4698668,-2.2276158,2.2499738,2.7672956,2.4043615,7.424478,1.8277123,5.48809,3.9710882,2.640016,6.9854536,0.58446276,4.0505347,3.361984,-0.037834663,4.317618,-1.1575296,1.3804426,2.7165887
12,0,-445.92468,153.7976,-44.016056,30.981298,3.2306788,13.623543,24.404266,-9.97126,20.722948,0.7325698,-10.736271,11.601333,-2.5549264,10.286548,9.65076,-4.101953,3.6096828,-0.58363086,5.5092807,6.3631425,-1.7166835,-0.03726615,-2.1196759,4.3086243,6.454372,2.3088486,3.9588552,4.24063,6.417607,0.75186896,0.98917645,7.798045,2.9783752,4.6495605,4.0236325,0.21255517,2.9505703,0.93512535,2.4355137,-1.6565262
13,0,-447.75607,133.14688,-29.877106,32.94916,2.702518,8.806725,23.24728,-4.326541,21.844452,6.8834167,-5.7232957,12.363477,1.4031132,9.426974,7.549234,-2.3343873,7.9894004,4.811548,3.9828534,1.2654722,-3.6410038,2.3786805,3.794116,5.6180034,3.1029737,1.5563694,4.027909,-0.33504334,1.6424872,3.3027115,3.5155628,5.57877,3.3450181,7.10493,5.2644906,1.5986558,4.7258105,-0.93478656,-2.2418418,0.07177929
14,0,-452.6664,120.342094,-49.776413,39.11618,2.245856,14.689567,30.353745,-8.308523,26.538805,6.296439,-10.528548,13.832567,-2.8808622,11.8728075,20.165821,7.825462,16.472576,5.9547114,-0.79697746,1.9254526,0.39426318,2.4558766,-1.9021885,-2.5099149,-2.1867268,-0.027949195,2.4923778,-0.51442844,5.005223,4.7056518,1.802192,3.6628978,0.4082292,3.0347743,0.39167383,-1.7953758,2.5494936,-4.962071,-3.699604,3.373731
15,0,-467.70233,142.51495,-48.804893,37.787132,-1.2654383,13.734411,32.848427,-9.374189,22.179684,5.9341164,-5.5743365,14.22549,-6.081878,6.6848364,7.094776,-4.473608,9.989281,6.3960495,10.718798,12.778688,5.314382,6.491611,0.5166875,0.7008704,-1.0700399,-2.9377716,1.4257191,-1.9557661,-0.04585402,-1.808999,-1.7498108,4.795055,0.72808844,2.596337,2.1828213,-0.83282,3.957656,0.5528281,1.0784297,2.0077507
16,0,-407.22253,104.47359,-19.479033,26.889826,-4.3722353,6.7927604,19.029665,-4.4392524,18.345217,8.623041,2.6685386,10.743811,0.15498014,11.470863,9.227403,6.9633193,12.8754,2.7524312,5.9587984,4.770005,2.111091,5.0638304,-1.2129374,2.8882053,2.7812417,0.39494774,5.18365,2.1185188,3.7101939,4.0074806,2.4547148,4.0142293,-0.41057277,-0.36698374,-1.3151686,-2.7807567,-0.65145963,-2.3422594,1.0915835,0.7303731
17,0,-434.61664,135.96918,-47.515152,45.762783,-9.98294,8.998441,34.651028,-4.2039046,24.519804,1.1031383,-2.131032,16.49762,-0.43143508,14.826117,2.0820193,-1.5136418,12.211086,-0.93486696,11.220008,9.324582,2.5320358,7.387509,-3.3096478,3.5531929,2.466634,-1.2035242,5.910249,-0.22805487,3.5710049,2.0805326,-1.1909587,3.3833628,-2.7700195,0.3628235,0.04869682,-2.945227,2.0682456,-1.3863277,0.8709088,1.2518625
18,0,-460.34518,123.91667,-19.992634,35.28986,0.19519536,11.702458,28.02283,3.2687602,22.161232,4.831088,3.1802447,16.345,2.2808433,12.749052,6.2102647,4.073728,14.581362,2.6039436,7.0859113,6.9637537,2.4032104,5.800737,-1.4006559,2.8639877,2.7413232,-0.84896404,4.2358246,0.29064837,1.9741554,1.6227769,-2.0365095,0.45271534,-2.2554035,-0.00807335,-0.41579747,-3.0756147,1.0716536,-1.013704,-0.5912788,0.18905126
19,0,-410.2943,89.396385,-24.2461,23.854624,-5.93797,8.396454,26.008167,3.5146203,19.885351,5.800456,1.1227945,12.7683325,2.3488302,11.07066,8.004866,6.868492,15.6707325,5.4126897,5.3335447,3.671189,2.1386192,6.9019637,1.1991185,2.8752873,1.5518881,-0.89270407,3.386502,0.88471425,3.66737,2.6506753,-1.1582543,2.51817,0.49011186,0.28947437,-0.1057066,-1.757899,0.42473513,-1.9058701,-1.355099,-0.050887182
20,0,-435.93256,95.89396,-8.451844,34.352264,4.564546,12.217143,22.870974,4.6841655,24.138126,8.741942,2.7166069,14.896112,4.3990564,10.8965025,6.330103,2.6301477,10.488063,2.5547605,5.4245663,7.714135,3.7105231,1.6174002,-3.5355897,1.9952787,3.2474463,1.9594382,4.6618214,1.6142274,4.7426286,3.476188,-0.7176761,0.82426995,-2.1224458,-0.2754421,0.42206183,-1.6116581,0.86838514,-0.47012848,1.1034938,2.0943487
21,0,-391.12558,88.030556,-30.286812,33.286823,-11.218351,4.28754,22.925945,-4.7830586,16.964256,3.2212286,0.8967146,9.710261,-0.3316209,13.876952,7.061389,9.455693,17.619434,4.27049,8.702181,1.8120937,-2.0136755,3.912427,-1.2099329,4.9932985,1.3048006,-0.53055656,5.8252134,1.5536151,4.6782637,1.7091864,1.6753995,6.6729636,-1.3045626,-0.30040526,0.11715043,-1.6267769,0.75762314,-1.9438188,1.6283243,-0.62426865
22,0,-372.1636,89.3646,-41.589336,33.598484,-7.824626,2.4352872,17.719086,-7.6149063,17.569536,2.8982031,1.0694269,7.131191,-4.1391187,13.205085,2.5282764,4.4006734,17.190523,4.036994,8.963859,2.1744852,0.6412411,9.766678,0.046285976,0.57068515,-3.7768142,-2.3110077,5.343791,-2.2991006,3.701353,6.9154115,6.031606,7.028717,-2.6422584,0.768398,1.4952374,-3.4860327,0.6979348,0.1798517,0.703552,-3.0465236
23,0,-503.53876,133.48083,-16.930157,40.458496,2.5185428,6.107609,17.33634,-6.5984163,19.606453,5.961964,3.34959,16.471367,-0.41612196,11.056967,7.7039413,1.6303989,12.032091,4.651082,9.042354,6.894107,0.83253837,5.7707505,1.2454975,3.8436263,2.7673604,1.5131714,6.182881,0.47971532,4.356001,6.052505,1.961023,4.587401,0.037271153,-0.2085833,0.09785725,-1.9295526,1.3002328,-1.0587257,0.45655185,1.4880955
24,0,-417.2913,103.66314,-15.361311,23.669714,-2.0916731,8.434354,18.765911,-3.5855165,16.729124,9.253147,3.1061428,10.008193,0.92013174,11.645253,11.3462,8.325922,11.327912,1.3391176,3.7732294,4.1121154,2.5692632,4.0933485,-1.7591256,2.4230695,2.9028692,0.9915999,5.3377075,3.1822305,4.765217,4.650998,2.5179038,3.479846,-0.046814602,-0.5598844,-2.4711463,-3.3156912,-0.82975274,-2.8360617,0.55285025,1.5909009
25,0,-390.9249,93.12884,-23.539934,29.610165,-8.761971,3.5067759,16.259638,-5.386522,18.501497,2.511288,-0.4548294,9.195553,-2.4137185,11.666035,5.430581,5.1556797,16.934086,5.492864,6.4456754,1.4780824,-0.48231375,6.646738,-1.2954581,-1.7074873,-3.3267038,-0.904712,5.316121,-1.6902122,2.7242384,8.644602,8.486317,5.98444,-2.7424805,0.73104286,1.8196925,-2.9340758,0.37306204,1.2696389,0.3341321,-4.697343
26,0,-427.73383,102.95222,-40.67636,38.80051,0.9174189,2.9353728,16.40876,-6.5350494,17.647886,4.434961,2.917514,7.5627327,-4.2203655,12.543845,2.7331011,3.290283,14.372709,3.9184349,10.880293,3.7735054,1.001152,9.6632395,2.3060403,4.299905,-1.1124368,-2.0725777,3.9483435,-1.8798952,4.76263,4.465976,1.6315244,5.8196874,-1.219156,-0.037660763,0.2899299,-2.590618,0.10329135,-1.9089237,0.7590215,-0.0287225
27,0,-494.42917,134.72589,-20.212166,40.927647,0.68017316,7.100476,18.774286,-8.594275,19.127367,6.361248,4.81304,17.891031,0.36803094,12.141306,6.9627485,1.1828012,11.975216,3.9895782,9.683662,7.8452983,2.1991656,6.6592946,1.2528423,4.2122846,2.3629081,2.0713382,7.554261,0.96387553,4.912358,5.8736,2.2901568,5.4095397,0.09344989,0.4074,-0.1751999,-2.2173553,2.1914065,-0.8827847,0.99864024,2.0145593
28,0,-408.57645,105.07846,-29.56025,34.428547,0.67609274,7.797791,23.65657,-3.6230593,18.625698,8.841869,0.4073417,10.879438,2.306795,10.323751,4.872574,4.036906,11.168466,2.243818,8.380137,5.88932,2.2314725,6.852178,-0.9481092,2.3289905,3.0064588,0.3097337,5.1442094,1.683603,2.8775957,3.6647038,2.7947593,4.061925,-1.6381102,-0.9769986,-0.8919207,-3.2072556,-1.0731642,-1.9550405,0.8872158,-0.095561616
29,0,-427.7471,138.1885,-44.305386,43.88256,-17.14066,7.993059,35.317432,-2.6473463,26.482603,-2.5647879,-2.0782943,18.554838,-1.7546402,16.045126,1.1527941,-3.618883,13.984356,0.35593683,12.708627,11.317389,2.6867373,6.8588076,-3.1590433,4.2780137,1.9827808,-2.0833933,5.404878,-1.2917893,2.8261693,0.717313,-2.9793792,2.920817,-2.5465744,1.2538266,1.3757493,-1.641905,3.53904,-0.34137246,1.2876941,1.3318605
30,0,-470.5745,132.32846,-26.974682,38.679478,-0.29784393,11.488172,28.90277,-0.8521042,22.359667,7.6449933,3.976957,16.29796,1.9706843,12.267717,6.001314,5.9645085,15.02458,1.6620542,7.0042114,5.429795,2.581162,6.660977,-2.1091225,3.5856798,3.2030544,-0.34856588,4.7165127,0.28265926,3.5978057,2.0568864,-2.3796282,0.6403982,-2.3782454,1.0261692,-0.42125425,-3.1669686,2.0617712,-1.8374156,-0.97627103,0.7326853
31,0,-400.36166,92.902115,-27.326126,27.354029,-1.9796273,9.313094,26.016697,4.534972,19.671963,3.9626331,3.4701211,13.468726,-0.32146847,12.777905,9.90546,8.402801,18.950481,5.5315413,4.9010215,4.6340237,1.8304943,6.108648,-0.62520915,0.089810275,-0.5952386,-2.0760343,3.095052,-0.44832,1.5407501,3.3343043,0.94199526,1.5557927,-2.07022,-0.6494622,-1.0159584,-3.7385614,-0.58987135,-1.7793269,-1.7918847,-1.0968552
32,0,-438.16776,97.08408,-13.167344,24.031557,-6.6462455,9.551069,26.621954,5.5578003,21.387249,4.316448,-1.2882721,13.890139,4.8826427,10.724115,5.4236684,2.4456146,11.667556,4.4568872,6.733293,5.4898396,2.2089765,6.399627,2.0926116,5.0978146,3.7668142,-0.40454838,3.862509,1.8471223,3.3393707,1.1293769,-3.0963387,2.661008,1.6861836,-0.024958052,0.7302347,-0.24491839,0.7554056,-1.0187094,-0.0006438617,0.53703964
33,0,-499.0058,101.45216,13.963856,40.288498,17.157959,22.33231,24.473553,7.3420134,22.430157,8.527492,2.51925,13.816752,7.392956,10.907115,5.301597,3.5623147,9.737517,0.97730386,2.900109,4.1820407,1.223169,2.9441988,-0.49490073,2.8937075,2.9107733,0.6205502,4.598282,2.290495,3.5613174,3.3953795,-0.7029165,1.4201938,0.06671866,-0.15990895,0.49718434,-1.2406424,0.72606516,-0.023506802,0.028174533,1.7342261
34,0,-364.50345,96.60622,-43.181984,25.958172,-15.560498,0.3055378,22.297754,-2.2631621,23.204405,5.7870703,2.0870347,14.933917,1.1105586,15.820458,10.581037,4.723214,11.3847275,0.6104789,7.3807507,8.681886,4.421245,1.3084061,-7.037841,2.492661,4.4004965,3.2701864,6.380835,2.469313,7.649696,3.456466,-1.1334215,1.3099055,-4.750738,-1.6222392,-1.0031754,-2.6931803,0.719275,-1.457256,2.799425,1.9486265
35,0,-395.37335,99.42207,-38.647774,39.35468,-14.431838,2.5450037,24.349644,-8.575668,18.134544,2.7776036,-0.043246303,9.826953,-4.0839953,11.035632,3.794083,9.198008,22.131464,7.655462,11.31341,1.2946777,-3.6280847,4.92729,-0.1358423,5.3870435,-0.4743255,-2.132675,5.4319906,-0.6055348,2.9318128,1.1188796,2.899486,8.834715,-0.72917086,1.0809093,1.2637872,-1.313778,1.5172111,-2.3927336,1.1427743,-1.3404187
36,0,-423.3841,94.56174,-33.745968,31.026878,-3.2159464,7.662647,19.824419,-4.801074,20.990532,6.749672,2.718097,12.935984,1.607254,15.821582,7.363068,2.1430256,12.298617,2.9870336,7.017394,4.8958216,2.9713743,6.8542924,-1.4417102,2.3657212,2.125657,1.247718,4.4974904,-1.4979985,3.3197904,3.6666167,0.32301074,1.2289367,-3.3673263,1.9246073,1.6266351,-1.7380596,3.5762143,0.167492,-0.15949905,0.40150806
37,0,-425.09384,116.59539,-50.929874,40.53799,-6.4560676,4.4295573,21.933908,-11.928276,22.786757,5.7492347,-2.9161978,13.184445,-0.17874496,12.449469,4.5310307,3.4055114,14.280119,0.92525876,5.7921987,2.6929088,2.5221174,7.462669,-3.7923484,2.9750519,2.7428153,1.274284,6.690507,-0.85152847,3.2396195,2.5355644,1.536269,5.6985636,-3.4772873,-1.1972564,-0.06973421,-2.2783897,2.2524855,-0.7013637,1.7509964,-0.8742772
38,0,-418.33377,119.41437,-55.639427,38.586872,-8.6406555,5.672982,23.432035,-13.015688,23.626663,4.8350782,-4.607336,13.354473,-0.9849117,12.560763,5.063552,2.4237084,14.421761,3.6040714,9.151676,3.392786,0.6731936,5.470403,-4.6749625,3.6144578,2.5377715,-0.06436345,6.7908077,-0.062833086,3.0460277,1.6417052,0.83252054,5.393415,-2.400192,0.9313148,-0.49265257,-3.7611313,1.753757,-3.8997414,-1.430018,0.56521356
39,0,-402.05505,109.83003,-69.44324,52.316944,-2.3398845,-2.390264,24.252432,-6.4208465,21.487452,1.4343604,-1.3330319,13.819179,2.4493566,17.112373,2.0116165,5.4573545,19.962442,5.116121,10.983001,-2.6037946,-6.9434824,6.012445,-0.10154908,7.4353986,0.881114,-2.9028504,5.4607763,-0.18526854,6.884173,1.6619705,-3.1952832,6.96775,2.674502,3.0397775,-0.88528067,-2.167724,2.367661,-6.730083,-1.5028367,2.872468
40,0,-433.95114,101.963844,-25.304274,26.077173,0.9330354,4.5013056,16.436598,4.8984513,20.552225,1.3352298,2.5425858,12.149348,0.8990748,12.610198,3.958633,2.2780485,14.468529,6.20605,7.2495074,1.6009248,-0.052829433,7.6537538,3.595199,7.2392926,3.301011,-0.8639636,5.2678723,2.6616974,2.3568661,-1.5181143,-0.7598251,6.359603,-0.03971534,-0.85131663,0.3396434,-3.1158903,-1.5143652,-1.399594,1.5157245,0.98386127
41,0,-507.1375,148.89952,-39.903114,34.168827,-6.5057473,8.900902,26.400644,2.1415172,30.486988,1.6952704,3.928836,19.981651,-4.788149,13.537582,4.87969,-2.590674,12.994566,1.0866275,7.8206367,6.398064,1.720333,6.8137093,-2.5274932,5.6838903,4.6974053,-1.0952743,6.803955,1.3565114,2.925813,1.7940602,-1.4016484,3.482198,-1.0339552,1.8516593,0.5069626,-2.6755362,3.336291,-1.8914586,-0.60287565,1.4741385
42,0,-403.57825,112.648865,-73.96569,40.038956,-12.294222,-3.9778783,25.3107,-0.5055487,26.245798,-0.8074402,3.905097,20.19898,-0.68193924,18.030054,6.599495,6.4029217,17.182306,-4.7613754,2.7000256,0.8691869,0.7595991,7.5239916,-5.072722,3.8234658,2.910901,1.0441713,7.4570723,-1.294807,5.840899,5.85746,2.4913619,4.8422036,-3.550252,3.5220034,1.1047206,-5.801654,2.526608,-1.4980745,-1.6904682,0.00020062957
43,0,-435.16455,83.440636,-36.99141,34.718933,5.244772,13.121591,22.551048,-5.1357474,18.57072,9.44975,3.8946953,9.874089,2.122208,15.59485,6.1397486,3.2862442,11.647471,3.4669006,9.129533,4.3178477,2.4371543,7.332402,-0.8622703,2.9827042,1.5113765,0.54976934,4.7182465,-0.48824537,4.2085156,2.8866029,-0.61996,1.8084862,-1.8652451,2.9649155,1.4384599,-1.8891689,3.70274,-0.7331017,-0.9801996,1.7421794
44,0,-475.79193,145.04787,-42.42262,23.185568,-10.51947,6.878491,22.65915,-0.4315344,27.528097,4.1616383,7.495072,22.286724,-0.22712325,15.62139,6.8544974,-0.6648408,9.7175665,-4.621249,3.282913,6.4643846,4.3065886,6.697627,-3.6207442,4.928071,5.2393503,1.0926125,7.6906266,0.97675616,3.9038208,4.636263,-1.2694608,0.15590318,-1.9674282,1.7833222,-1.1097233,-2.8650365,3.3944898,-3.1315815,-1.9703786,1.7399359
45,0,-385.03473,100.57885,-92.65119,55.78227,-11.820287,-9.087114,29.923758,-0.39231223,25.626003,-3.3703468,2.3142343,18.7255,-2.916195,18.038202,4.85633,9.216474,21.248808,-4.35869,4.566285,-1.0238656,-1.2336376,8.317586,-6.0423865,3.3479912,1.357101,0.5223014,7.7886505,-3.061437,5.356232,5.4397335,4.570293,7.8169417,-4.719,4.472133,2.7427974,-6.8171973,2.7411265,-0.27386057,-0.92485225,-1.2507145
46,0,-406.68365,117.059135,-54.864777,39.563816,-12.509095,-0.56353855,21.092695,-9.595048,25.656034,4.4141107,-1.1450818,16.582159,0.54275715,15.563998,5.63557,2.6156728,15.5594845,-0.32014498,3.930749,2.7332783,1.7161517,7.031268,-2.471877,4.4344387,3.4356856,1.3704613,5.4309764,-2.6213524,3.2303884,3.2900417,0.56986105,2.93241,-4.3317466,1.3346397,1.6151373,-2.055355,3.1029522,-0.86905444,-0.0830589,-2.3762794
47,0,-441.55692,118.61802,-38.826168,37.637085,-5.5623965,6.0603395,20.231215,-11.173952,21.885824,5.178411,-2.5405118,13.359201,-1.8412579,9.390483,3.720547,1.6260111,14.118945,4.3786335,7.7011366,4.219746,3.7768357,8.572407,-3.0207472,1.0614253,1.4783051,1.4495316,6.8119526,-1.7669113,1.0218253,2.9837372,3.7200549,6.454535,-4.2785015,-2.6890924,0.040357884,-2.0384712,2.4451587,1.2444115,3.2077582,-0.5447315
48,0,-393.9935,115.770256,-75.3741,47.68602,-8.536026,7.980856,27.464792,-20.06932,24.363792,7.27165,-5.7215457,11.831493,-0.977952,15.092642,4.180945,4.1191726,15.198303,0.9430714,11.153359,3.1914868,-0.48666745,4.655574,-7.784345,4.783928,3.457917,-0.9620214,6.90527,-0.11775443,4.429174,0.6065803,-0.39738405,6.800772,-2.3428729,1.0297493,-0.87588733,-3.598984,2.534393,-5.145299,-1.1680763,1.3936143
49,0,-433.40054,127.38417,-50.741592,33.059547,-8.16836,-0.70229846,20.934341,-4.461052,21.413103,0.51220435,-2.2004044,14.113387,-0.5882307,15.761589,8.385106,1.8860402,14.324153,3.4196932,5.0018497,1.4395564,-0.40903598,4.7873793,-2.3764567,3.2797394,1.9270602,0.94158494,6.313313,0.96133274,6.572422,4.580742,-0.47408944,3.1076436,-1.1455519,1.226513,-1.2631373,-3.60701,1.0665776,-4.3145633,-2.0646203,-0.16513123
50,0,-435.3256,122.75693,-50.64573,48.139465,-10.807106,-0.6224888,25.560844,-6.2805443,22.153502,-0.28156137,-1.3095945,16.107264,1.1172419,14.800517,1.7227931,4.467594,19.875881,6.9806566,12.879227,-1.5268377,-7.8091965,4.057943,-1.1588229,8.043068,1.7001705,-3.7888288,4.4671683,-0.81395626,5.30739,-0.26993215,-4.637812,6.7794323,3.0052967,2.9503672,-1.0525689,-2.3534844,2.2495666,-7.815449,-2.160099,4.18563
51,0,-361.9421,92.65741,-79.66398,49.9609,0.8764939,-1.3075536,20.955294,-5.8969994,23.592216,1.3785712,-0.24249008,13.092272,3.1659176,20.453705,2.2131655,7.06495,21.533993,2.1133895,7.8880863,-4.424526,-5.0602465,11.315469,3.0312266,7.998232,0.33064497,-1.6322186,9.011423,1.0282654,4.492125,-1.18292,-1.2433337,11.081229,1.0788833,0.5624769,0.7654291,-3.1937637,-0.5062031,-3.0822003,3.807726,1.7335923
52,0,-512.88617,148.38577,-28.787828,35.24642,-0.7294306,8.321249,21.984627,1.6184727,26.26646,-0.14464042,2.1463127,17.660275,-4.768318,10.982991,3.8079212,-3.1755478,12.278092,3.8144085,8.925627,5.8705387,2.273722,9.402482,1.3261186,7.726129,5.92467,-1.8253324,5.31793,1.8752855,2.3081322,0.771143,-1.0433877,3.787999,-2.7082238,-0.3912109,0.84093434,-4.1607776,0.8524795,-0.6599465,-0.14947705,1.0003873
53,0,-497.4704,152.1407,-44.384056,35.913334,-9.97899,6.6229987,24.902761,1.885945,34.323956,0.15918648,1.510722,19.205431,-6.308108,14.895139,5.344718,-1.995313,15.517471,2.2654858,8.055686,5.171221,0.90625095,7.061944,-2.6869009,5.885829,4.0436425,-1.7869507,6.2794857,1.023527,3.8202214,1.3286321,-1.1174916,5.5197163,-0.75145155,2.0401711,0.76879925,-3.3359709,3.140061,-1.6718979,-0.07636849,1.645634
54,0,-213.79762,178.16022,-63.98874,51.596592,1.5699959,9.192262,25.052814,-19.484285,12.075949,-0.77612036,8.164288,15.355822,-12.337487,6.615478,-5.082646,-3.2944202,7.005686,-9.841819,3.4064915,-4.4820175,-3.9205885,5.4478683,-9.123719,0.93237877,-4.104737,-7.487891,1.9941272,-6.4171886,1.171318,-1.060395,-3.516445,2.6559615,-4.850771,2.146446,-0.3237879,-3.1581187,4.0306196,-3.0862503,2.6491697,2.6420515
55,0,-232.33614,172.41777,-56.94666,40.33409,1.4252758,12.292458,28.586199,-10.519085,8.449677,-9.219385,4.800088,12.946663,-13.087029,8.620303,-1.8192397,-3.2603278,7.1220083,-8.655642,1.9792911,-4.7339935,-3.7630658,6.3220854,-7.2139215,0.7950997,-2.764269,-5.142218,4.8545656,-2.6755493,1.6273874,-2.4995275,-4.3988957,3.8735197,-3.2409039,2.8270118,2.1074326,-4.06141,2.4577143,-0.44438827,1.9475229,1.6256386
